speaker,iso_lang,text,sex,duration,syllables,age
SPA_F3(Mo),SPA,O6,F,12.84,103,21.0
SPA_F3(Mo),SPA,O8,F,17.81,136,21.0
SPA_F3(Mo),SPA,O9,F,10.41,79,21.0
SPA_F3(Mo),SPA,P0,F,22.12,153,21.0
SPA_F3(Mo),SPA,P1,F,19.49,137,21.0
SPA_F3(Mo),SPA,P2,F,16.4,120,21.0
SPA_F3(Mo),SPA,P3,F,15.87,119,21.0
SPA_F3(Mo),SPA,P8,F,12.08,93,21.0
SPA_F3(Mo),SPA,P9,F,17.75,119,21.0
SPA_F3(Mo),SPA,Q0,F,16.14,126,21.0
SPA_F3(Mo),SPA,Q1,F,11.85,81,21.0
SPA_M1(Bo),SPA,O1,M,12.4,94,26.0
SPA_M1(Bo),SPA,O2,M,15.75,135,26.0
SPA_M1(Bo),SPA,O3,M,14.33,111,26.0
SPA_M1(Bo),SPA,O4,M,18.96,152,26.0
SPA_M1(Bo),SPA,O6,M,11.8,103,26.0
SPA_M1(Bo),SPA,O8,M,16.49,136,26.0
SPA_M1(Bo),SPA,O9,M,9.49,79,26.0
SPA_M1(Bo),SPA,P0,M,19.95,153,26.0
SPA_M1(Bo),SPA,P1,M,17.64,137,26.0
SPA_M1(Bo),SPA,P2,M,14.23,120,26.0
SPA_M1(Bo),SPA,P3,M,15.06,119,26.0
SPA_M1(Bo),SPA,P8,M,12.18,93,26.0
SPA_M1(Bo),SPA,P9,M,15.59,119,26.0
SPA_M1(Bo),SPA,Q0,M,15.23,126,26.0
SPA_M1(Bo),SPA,Q1,M,9.73,81,26.0
SPA_M4(In),SPA,O1,M,11.85,94,22.0
SPA_M4(In),SPA,O2,M,17.24,135,22.0
SPA_M4(In),SPA,O3,M,15.49,111,22.0
SPA_M4(In),SPA,O4,M,19.8,152,22.0
SPA_M4(In),SPA,O6,M,13.08,103,22.0
SPA_M4(In),SPA,O8,M,17.62,136,22.0
SPA_M4(In),SPA,O9,M,10.48,79,22.0
SPA_M4(In),SPA,P0,M,22.13,153,22.0
SPA_M4(In),SPA,P1,M,18.8,137,22.0
SPA_M4(In),SPA,P2,M,15.69,120,22.0
SPA_M4(In),SPA,P3,M,16.42,119,22.0
SPA_M4(In),SPA,P8,M,13.04,93,22.0
SPA_M4(In),SPA,P9,M,16.59,119,22.0
SPA_M4(In),SPA,Q0,M,16.17,126,22.0
SPA_M4(In),SPA,Q1,M,11.01,81,22.0
SPA_M4(Ma),SPA,O1,M,12.72,94,44.0
SPA_M4(Ma),SPA,O2,M,16.58,135,44.0
SPA_M4(Ma),SPA,O3,M,14.08,111,44.0
SPA_M4(Ma),SPA,O4,M,18.58,152,44.0
SPA_M4(Ma),SPA,O6,M,11.88,103,44.0
SPA_M4(Ma),SPA,O8,M,15.58,136,44.0
SPA_M4(Ma),SPA,O9,M,10.1,79,44.0
SPA_M4(Ma),SPA,P0,M,20.82,153,44.0
SPA_M4(Ma),SPA,P1,M,17.66,137,44.0
SPA_M4(Ma),SPA,P2,M,15.01,120,44.0
SPA_M4(Ma),SPA,P3,M,15.3,119,44.0
SPA_M4(Ma),SPA,P8,M,12.68,93,44.0
SPA_M4(Ma),SPA,P9,M,15.2,119,44.0
SPA_M4(Ma),SPA,Q0,M,15.22,126,44.0
SPA_M4(Ma),SPA,Q1,M,10.93,81,44.0
SPA_M5(Ax),SPA,O1,M,12.92,94,32.0
SPA_M5(Ax),SPA,O2,M,17.51,135,32.0
SPA_M5(Ax),SPA,O3,M,15.49,111,32.0
SPA_M5(Ax),SPA,O4,M,19.65,152,32.0
SPA_M5(Ax),SPA,O6,M,13.17,103,32.0
SPA_M5(Ax),SPA,O8,M,17.41,136,32.0
SPA_M5(Ax),SPA,O9,M,10.29,79,32.0
SPA_M5(Ax),SPA,P0,M,20.97,153,32.0
SPA_M5(Ax),SPA,P1,M,18.1,137,32.0
SPA_M5(Ax),SPA,P2,M,15.39,120,32.0
SPA_M5(Ax),SPA,P3,M,16.17,119,32.0
SPA_M5(Ax),SPA,P8,M,13.39,93,32.0
SPA_M5(Ax),SPA,P9,M,16.34,119,32.0
SPA_M5(Ax),SPA,Q0,M,17.09,126,32.0
SPA_M5(Ax),SPA,Q1,M,11.78,81,32.0
SPA_M5(Jo),SPA,O1,M,10.67,94,42.0
SPA_M5(Jo),SPA,O2,M,16.92,135,42.0
SPA_M5(Jo),SPA,O3,M,14.1,111,42.0
SPA_M5(Jo),SPA,O4,M,16.96,152,42.0
SPA_M5(Jo),SPA,O6,M,12.44,103,42.0
SPA_M5(Jo),SPA,O8,M,16.56,136,42.0
SPA_M5(Jo),SPA,O9,M,9.89,79,42.0
SPA_M5(Jo),SPA,P0,M,20.58,153,42.0
SPA_M5(Jo),SPA,P1,M,18.23,137,42.0
SPA_M5(Jo),SPA,P2,M,15.57,120,42.0
SPA_M5(Jo),SPA,P3,M,16.21,119,42.0
SPA_M5(Jo),SPA,P8,M,11.44,93,42.0
SPA_M5(Jo),SPA,P9,M,16.34,119,42.0
SPA_M5(Jo),SPA,Q0,M,15.32,126,42.0
SPA_M5(Jo),SPA,Q1,M,11.47,81,42.0
SRP_F1(Li),SRP,O1,F,11.68,87,30.0
SRP_F1(Li),SRP,O2,F,14.02,99,30.0
SRP_F1(Li),SRP,O3,F,16.85,120,30.0
SRP_F1(Li),SRP,O4,F,17.57,128,30.0
SRP_F1(Li),SRP,O6,F,13.34,98,30.0
SRP_F1(Li),SRP,O8,F,14.0,110,30.0
SRP_F1(Li),SRP,O9,F,10.65,75,30.0
SRP_F1(Li),SRP,P0,F,19.73,137,30.0
SRP_F1(Li),SRP,P1,F,16.42,121,30.0
SRP_F1(Li),SRP,P2,F,13.34,98,30.0
SRP_F1(Li),SRP,P3,F,18.69,129,30.0
SRP_F1(Li),SRP,P8,F,15.08,110,30.0
SRP_F1(Li),SRP,P9,F,16.88,111,30.0
SRP_F1(Li),SRP,Q0,F,14.55,102,30.0
SRP_F1(Li),SRP,Q1,F,12.03,89,30.0
SRP_F2(Le),SRP,O1,F,13.02,87,34.0
SRP_F2(Le),SRP,O2,F,14.88,99,34.0
SRP_F2(Le),SRP,O3,F,18.07,120,34.0
SRP_F2(Le),SRP,O4,F,19.48,128,34.0
SRP_F2(Le),SRP,O6,F,15.07,98,34.0
SRP_F2(Le),SRP,O8,F,15.71,110,34.0
SRP_F2(Le),SRP,O9,F,11.74,75,34.0
SRP_F2(Le),SRP,P0,F,20.98,137,34.0
SRP_F2(Le),SRP,P1,F,18.04,121,34.0
SRP_F2(Le),SRP,P2,F,14.2,98,34.0
SRP_F2(Le),SRP,P3,F,19.46,129,34.0
SRP_F2(Le),SRP,P8,F,16.78,110,34.0
SRP_F2(Le),SRP,P9,F,17.8,111,34.0
SRP_F2(Le),SRP,Q0,F,15.81,102,34.0
SRP_F2(Le),SRP,Q1,F,14.65,89,34.0
SRP_F3(Je),SRP,O1,F,10.8,87,32.0
SRP_F3(Je),SRP,O2,F,11.74,99,32.0
SRP_F3(Je),SRP,O3,F,17.07,120,32.0
SRP_F3(Je),SRP,O4,F,15.31,128,32.0
SRP_F3(Je),SRP,O6,F,12.65,98,32.0
SRP_F3(Je),SRP,O8,F,13.67,110,32.0
SRP_F3(Je),SRP,O9,F,10.17,75,32.0
SRP_F3(Je),SRP,P0,F,15.94,137,32.0
SRP_F3(Je),SRP,P1,F,14.23,121,32.0
SRP_F3(Je),SRP,P2,F,11.19,98,32.0
SRP_F3(Je),SRP,P3,F,15.57,129,32.0
SRP_F3(Je),SRP,P8,F,13.54,110,32.0
SRP_F3(Je),SRP,P9,F,15.03,111,32.0
SRP_F3(Je),SRP,Q0,F,13.61,102,32.0
SRP_F3(Je),SRP,Q1,F,11.67,89,32.0
SRP_F4(So),SRP,O1,F,12.08,87,31.0
SRP_F4(So),SRP,O2,F,13.77,99,31.0
SRP_F4(So),SRP,O3,F,16.62,120,31.0
SRP_F4(So),SRP,O4,F,18.01,128,31.0
SRP_F4(So),SRP,O6,F,14.12,98,31.0
SRP_F4(So),SRP,O8,F,15.0,110,31.0
SRP_F4(So),SRP,O9,F,10.41,75,31.0
SRP_F4(So),SRP,P0,F,18.13,137,31.0
SRP_F4(So),SRP,P1,F,16.12,121,31.0
SRP_F4(So),SRP,P2,F,12.81,98,31.0
SRP_F4(So),SRP,P3,F,18.41,129,31.0
SRP_F4(So),SRP,P8,F,15.1,110,31.0
SRP_F4(So),SRP,P9,F,16.11,111,31.0
SRP_F4(So),SRP,Q0,F,14.71,102,31.0
SRP_F4(So),SRP,Q1,F,12.93,89,31.0
SRP_F5(Ol),SRP,O1,F,14.23,87,38.0
SRP_F5(Ol),SRP,O2,F,16.97,99,38.0
SRP_F5(Ol),SRP,O3,F,20.15,120,38.0
SRP_F5(Ol),SRP,O4,F,21.96,128,38.0
SRP_F5(Ol),SRP,O6,F,17.32,98,38.0
SRP_F5(Ol),SRP,O8,F,17.69,110,38.0
SRP_F5(Ol),SRP,O9,F,12.96,75,38.0
SRP_F5(Ol),SRP,P0,F,24.94,137,38.0
SRP_F5(Ol),SRP,P1,F,21.17,121,38.0
SRP_F5(Ol),SRP,P2,F,15.87,98,38.0
SRP_F5(Ol),SRP,P3,F,22.17,129,38.0
SRP_F5(Ol),SRP,P8,F,18.3,110,38.0
SRP_F5(Ol),SRP,P9,F,20.68,111,38.0
SRP_F5(Ol),SRP,Q0,F,17.69,102,38.0
SRP_F5(Ol),SRP,Q1,F,16.37,89,38.0
SRP_M1(Go),SRP,O1,M,11.28,87,44.0
SRP_M1(Go),SRP,O2,M,12.59,99,44.0
SRP_M1(Go),SRP,O3,M,16.07,120,44.0
SRP_M1(Go),SRP,O4,M,16.78,128,44.0
SRP_M1(Go),SRP,O6,M,12.34,98,44.0
SRP_M1(Go),SRP,O8,M,13.46,110,44.0
SRP_M1(Go),SRP,O9,M,10.51,75,44.0
SRP_M1(Go),SRP,P0,M,17.73,137,44.0
SRP_M1(Go),SRP,P1,M,15.78,121,44.0
SRP_M1(Go),SRP,P2,M,13.05,98,44.0
SRP_M1(Go),SRP,P3,M,17.42,129,44.0
SRP_M1(Go),SRP,P8,M,14.28,110,44.0
SRP_M1(Go),SRP,P9,M,16.44,111,44.0
SRP_M1(Go),SRP,Q0,M,14.05,102,44.0
SRP_M1(Go),SRP,Q1,M,12.47,89,44.0
SRP_M2(Iv),SRP,O1,M,11.61,87,34.0
SRP_M2(Iv),SRP,O2,M,13.66,99,34.0
SRP_M2(Iv),SRP,O3,M,16.55,120,34.0
SRP_M2(Iv),SRP,O4,M,18.63,128,34.0
SRP_M2(Iv),SRP,O6,M,13.49,98,34.0
SRP_M2(Iv),SRP,O8,M,15.25,110,34.0
SRP_M2(Iv),SRP,O9,M,10.58,75,34.0
SRP_M2(Iv),SRP,P0,M,19.43,137,34.0
SRP_M2(Iv),SRP,P1,M,16.45,121,34.0
SRP_M2(Iv),SRP,P2,M,13.34,98,34.0
SRP_M2(Iv),SRP,P3,M,18.49,129,34.0
SRP_M2(Iv),SRP,P8,M,15.7,110,34.0
SRP_M2(Iv),SRP,P9,M,16.0,111,34.0
SRP_M2(Iv),SRP,Q0,M,12.86,102,34.0
SRP_M2(Iv),SRP,Q1,M,13.51,89,34.0
SRP_M3(Pe),SRP,O1,M,11.92,87,19.0
SRP_M3(Pe),SRP,O2,M,13.95,99,19.0
SRP_M3(Pe),SRP,O3,M,15.52,120,19.0
SRP_M3(Pe),SRP,O4,M,17.9,128,19.0
SRP_M3(Pe),SRP,O6,M,13.67,98,19.0
SRP_M3(Pe),SRP,O8,M,14.07,110,19.0
SRP_M3(Pe),SRP,O9,M,11.1,75,19.0
SRP_M3(Pe),SRP,P0,M,20.37,137,19.0
SRP_M3(Pe),SRP,P1,M,16.62,121,19.0
SRP_M3(Pe),SRP,P2,M,13.67,98,19.0
SRP_M3(Pe),SRP,P3,M,17.65,129,19.0
SRP_M3(Pe),SRP,P8,M,15.27,110,19.0
SRP_M3(Pe),SRP,P9,M,17.58,111,19.0
SRP_M3(Pe),SRP,Q0,M,14.74,102,19.0
SRP_M3(Pe),SRP,Q1,M,13.23,89,19.0
SRP_M4(Vo),SRP,O1,M,10.54,87,21.0
SRP_M4(Vo),SRP,O2,M,11.97,99,21.0
SRP_M4(Vo),SRP,O3,M,15.49,120,21.0
SRP_M4(Vo),SRP,O4,M,16.68,128,21.0
SRP_M4(Vo),SRP,O6,M,11.79,98,21.0
SRP_M4(Vo),SRP,O8,M,13.24,110,21.0
SRP_M4(Vo),SRP,O9,M,9.32,75,21.0
SRP_M4(Vo),SRP,P0,M,16.64,137,21.0
SRP_M4(Vo),SRP,P1,M,14.01,121,21.0
SRP_M4(Vo),SRP,P2,M,11.56,98,21.0
SRP_M4(Vo),SRP,P3,M,15.55,129,21.0
SRP_M4(Vo),SRP,P8,M,13.45,110,21.0
SRP_M4(Vo),SRP,P9,M,14.84,111,21.0
SRP_M4(Vo),SRP,Q0,M,12.1,102,21.0
SRP_M4(Vo),SRP,Q1,M,11.41,89,21.0
SRP_M5(Ste),SRP,O1,M,12.08,87,23.0
SRP_M5(Ste),SRP,O2,M,14.98,99,23.0
SRP_M5(Ste),SRP,O3,M,17.89,120,23.0
SRP_M5(Ste),SRP,O4,M,19.4,128,23.0
SRP_M5(Ste),SRP,O6,M,14.1,98,23.0
SRP_M5(Ste),SRP,O8,M,15.52,110,23.0
SRP_M5(Ste),SRP,O9,M,11.08,75,23.0
SRP_M5(Ste),SRP,P0,M,20.0,137,23.0
SRP_M5(Ste),SRP,P1,M,17.72,121,23.0
SRP_M5(Ste),SRP,P2,M,13.42,98,23.0
SRP_M5(Ste),SRP,P3,M,18.88,129,23.0
SRP_M5(Ste),SRP,P8,M,16.32,110,23.0
SRP_M5(Ste),SRP,P9,M,17.57,111,23.0
SRP_M5(Ste),SRP,Q0,M,15.08,102,23.0
SRP_M5(Ste),SRP,Q1,M,13.53,89,23.0
THA_F1(Ja),THA,O1,F,14.71,64,33.0
THA_F1(Ja),THA,O2,F,15.31,74,33.0
THA_F1(Ja),THA,O3,F,18.82,85,33.0
THA_F1(Ja),THA,O4,F,26.18,110,33.0
THA_F1(Ja),THA,O6,F,17.6,78,33.0
THA_F1(Ja),THA,O8,F,22.45,93,33.0
THA_F1(Ja),THA,O9,F,13.42,60,33.0
THA_F1(Ja),THA,P0,F,23.62,103,33.0
THA_F1(Ja),THA,P1,F,21.04,96,33.0
THA_F1(Ja),THA,P2,F,18.43,79,33.0
THA_F1(Ja),THA,P3,F,23.4,95,33.0
THA_F1(Ja),THA,P8,F,19.16,81,33.0
THA_F1(Ja),THA,P9,F,18.9,77,33.0
THA_F1(Ja),THA,Q0,F,16.73,73,33.0
THA_F1(Ja),THA,Q1,F,15.55,56,33.0
THA_F2(Si),THA,O1,F,12.65,64,28.0
THA_F2(Si),THA,O2,F,15.55,74,28.0
THA_F2(Si),THA,O3,F,18.22,85,28.0
THA_F2(Si),THA,O4,F,19.28,110,28.0
THA_F2(Si),THA,O6,F,15.64,78,28.0
THA_F2(Si),THA,O8,F,19.46,93,28.0
THA_F2(Si),THA,O9,F,12.27,60,28.0
THA_F2(Si),THA,P0,F,21.65,103,28.0
THA_F2(Si),THA,P1,F,19.3,96,28.0
THA_F2(Si),THA,P2,F,16.27,79,28.0
THA_F2(Si),THA,P3,F,18.98,95,28.0
THA_F2(Si),THA,P8,F,17.27,81,28.0
THA_F2(Si),THA,P9,F,16.33,77,28.0
THA_F2(Si),THA,Q0,F,14.67,73,28.0
THA_F2(Si),THA,Q1,F,11.27,56,28.0
THA_F3(Fa),THA,O1,F,15.17,64,23.0
THA_F3(Fa),THA,O2,F,15.67,74,23.0
THA_F3(Fa),THA,O3,F,19.15,85,23.0
THA_F3(Fa),THA,O4,F,24.19,110,23.0
THA_F3(Fa),THA,O6,F,18.1,78,23.0
THA_F3(Fa),THA,O8,F,21.23,93,23.0
THA_F3(Fa),THA,O9,F,13.13,60,23.0
THA_F3(Fa),THA,P0,F,24.03,103,23.0
THA_F3(Fa),THA,P1,F,21.93,96,23.0
THA_F3(Fa),THA,P2,F,17.79,79,23.0
THA_F3(Fa),THA,P3,F,21.15,95,23.0
THA_F3(Fa),THA,P8,F,17.87,81,23.0
THA_F3(Fa),THA,P9,F,18.54,77,23.0
THA_F3(Fa),THA,Q0,F,15.72,73,23.0
THA_F3(Fa),THA,Q1,F,12.47,56,23.0
THA_F5(Ki),THA,O1,F,14.35,64,32.0
THA_F5(Ki),THA,O2,F,16.04,74,32.0
THA_F5(Ki),THA,O3,F,18.27,85,32.0
THA_F5(Ki),THA,O4,F,19.97,110,32.0
THA_F5(Ki),THA,O6,F,16.26,78,32.0
THA_F5(Ki),THA,O8,F,18.67,93,32.0
THA_F5(Ki),THA,O9,F,13.59,60,32.0
THA_F5(Ki),THA,P0,F,24.4,103,32.0
THA_F5(Ki),THA,P1,F,21.06,96,32.0
THA_F5(Ki),THA,P2,F,17.45,79,32.0
THA_F5(Ki),THA,P3,F,20.84,95,32.0
THA_F5(Ki),THA,P8,F,17.98,81,32.0
THA_F5(Ki),THA,P9,F,18.83,77,32.0
THA_F5(Ki),THA,Q0,F,15.0,73,32.0
THA_F5(Ki),THA,Q1,F,12.6,56,32.0
THA_F7(Pi),THA,O1,F,17.83,64,43.0
THA_F7(Pi),THA,O2,F,16.82,74,43.0
THA_F7(Pi),THA,O3,F,20.5,85,43.0
THA_F7(Pi),THA,O4,F,23.46,110,43.0
THA_F7(Pi),THA,O6,F,17.67,78,43.0
THA_F7(Pi),THA,O8,F,22.84,93,43.0
THA_F7(Pi),THA,O9,F,13.96,60,43.0
THA_F7(Pi),THA,P0,F,23.94,103,43.0
THA_F7(Pi),THA,P1,F,21.49,96,43.0
THA_F7(Pi),THA,P2,F,18.0,79,43.0
THA_F7(Pi),THA,P3,F,22.69,95,43.0
THA_F7(Pi),THA,P8,F,19.83,81,43.0
THA_F7(Pi),THA,P9,F,18.24,77,43.0
THA_F7(Pi),THA,Q0,F,17.19,73,43.0
THA_F7(Pi),THA,Q1,F,14.28,56,43.0
THA_M1(Pa),THA,O1,M,12.51,64,27.0
THA_M1(Pa),THA,O2,M,13.78,74,27.0
THA_M1(Pa),THA,O3,M,18.0,85,27.0
THA_M1(Pa),THA,O4,M,19.58,110,27.0
THA_M1(Pa),THA,O6,M,15.57,78,27.0
THA_M1(Pa),THA,O8,M,18.66,93,27.0
THA_M1(Pa),THA,O9,M,10.25,60,27.0
THA_M1(Pa),THA,P0,M,18.17,103,27.0
THA_M1(Pa),THA,P1,M,19.72,96,27.0
THA_M1(Pa),THA,P2,M,15.71,79,27.0
THA_M1(Pa),THA,P3,M,18.56,95,27.0
THA_M1(Pa),THA,P8,M,16.59,81,27.0
THA_M1(Pa),THA,P9,M,15.54,77,27.0
THA_M1(Pa),THA,Q0,M,14.39,73,27.0
THA_M1(Pa),THA,Q1,M,11.33,56,27.0
THA_M2(Ra),THA,O1,M,12.56,64,23.0
THA_M2(Ra),THA,O2,M,15.19,74,23.0
THA_M2(Ra),THA,O3,M,18.29,85,23.0
THA_M2(Ra),THA,O4,M,21.28,110,23.0
THA_M2(Ra),THA,O6,M,15.96,78,23.0
THA_M2(Ra),THA,O8,M,18.59,93,23.0
THA_M2(Ra),THA,O9,M,11.83,60,23.0
THA_M2(Ra),THA,P0,M,20.59,103,23.0
THA_M2(Ra),THA,P1,M,19.84,96,23.0
THA_M2(Ra),THA,P2,M,17.54,79,23.0
THA_M2(Ra),THA,P3,M,18.27,95,23.0
THA_M2(Ra),THA,P8,M,17.24,81,23.0
THA_M2(Ra),THA,P9,M,16.91,77,23.0
THA_M2(Ra),THA,Q0,M,14.28,73,23.0
THA_M2(Ra),THA,Q1,M,12.29,56,23.0
THA_M3(Shi),THA,O1,M,12.71,64,31.0
THA_M3(Shi),THA,O2,M,14.57,74,31.0
THA_M3(Shi),THA,O3,M,17.3,85,31.0
THA_M3(Shi),THA,O4,M,20.42,110,31.0
THA_M3(Shi),THA,O6,M,15.04,78,31.0
THA_M3(Shi),THA,O8,M,16.57,93,31.0
THA_M3(Shi),THA,O9,M,11.08,60,31.0
THA_M3(Shi),THA,P0,M,19.87,103,31.0
THA_M3(Shi),THA,P1,M,18.23,96,31.0
THA_M3(Shi),THA,P2,M,16.86,79,31.0
THA_M3(Shi),THA,P3,M,17.33,95,31.0
THA_M3(Shi),THA,P8,M,15.78,81,31.0
THA_M3(Shi),THA,P9,M,14.7,77,31.0
THA_M3(Shi),THA,Q0,M,14.16,73,31.0
THA_M3(Shi),THA,Q1,M,11.21,56,31.0
THA_M4(Su),THA,O1,M,12.11,64,31.0
THA_M4(Su),THA,O2,M,14.07,74,31.0
THA_M4(Su),THA,O3,M,17.4,85,31.0
THA_M4(Su),THA,O4,M,18.81,110,31.0
THA_M4(Su),THA,O6,M,15.7,78,31.0
THA_M4(Su),THA,O8,M,17.06,93,31.0
THA_M4(Su),THA,O9,M,11.79,60,31.0
THA_M4(Su),THA,P0,M,20.98,103,31.0
THA_M4(Su),THA,P1,M,19.12,96,31.0
THA_M4(Su),THA,P2,M,16.62,79,31.0
THA_M4(Su),THA,P3,M,17.07,95,31.0
THA_M4(Su),THA,P8,M,15.43,81,31.0
THA_M4(Su),THA,P9,M,15.44,77,31.0
THA_M4(Su),THA,Q0,M,13.13,73,31.0
THA_M4(Su),THA,Q1,M,10.86,56,31.0
THA_M5(Ik),THA,O1,M,16.57,64,30.0
THA_M5(Ik),THA,O2,M,17.06,74,30.0
THA_M5(Ik),THA,O3,M,21.2,85,30.0
THA_M5(Ik),THA,O4,M,25.69,110,30.0
THA_M5(Ik),THA,O6,M,18.13,78,30.0
THA_M5(Ik),THA,O8,M,22.22,93,30.0
THA_M5(Ik),THA,O9,M,15.02,60,30.0
THA_M5(Ik),THA,P0,M,22.68,103,30.0
THA_M5(Ik),THA,P1,M,22.82,96,30.0
THA_M5(Ik),THA,P2,M,20.5,79,30.0
THA_M5(Ik),THA,P3,M,22.42,95,30.0
THA_M5(Ik),THA,P8,M,21.57,81,30.0
THA_M5(Ik),THA,P9,M,20.21,77,30.0
THA_M5(Ik),THA,Q0,M,16.98,73,30.0
THA_M5(Ik),THA,Q1,M,14.99,56,30.0
TUR_F1(Em),TUR,O1,F,17.19,108,
TUR_F1(Em),TUR,O2,F,21.89,139,
TUR_F1(Em),TUR,O3,F,19.21,120,
TUR_F1(Em),TUR,O4,F,21.5,143,
TUR_F1(Em),TUR,O6,F,15.39,99,
TUR_F1(Em),TUR,O8,F,19.83,130,
TUR_F1(Em),TUR,O9,F,11.5,79,
TUR_F1(Em),TUR,P0,F,18.51,102,
TUR_F1(Em),TUR,P1,F,17.21,102,
TUR_F1(Em),TUR,P2,F,17.37,116,
TUR_F1(Em),TUR,P3,F,24.45,157,
TUR_F1(Em),TUR,P8,F,14.62,94,
TUR_F1(Em),TUR,P9,F,22.07,128,
TUR_F1(Em),TUR,Q0,F,17.21,107,
TUR_F1(Em),TUR,Q1,F,14.76,88,
TUR_F2(Fe),TUR,O1,F,14.84,108,
TUR_F2(Fe),TUR,O2,F,18.48,139,
TUR_F2(Fe),TUR,O3,F,15.82,120,
TUR_F2(Fe),TUR,O4,F,19.03,143,
TUR_F2(Fe),TUR,O6,F,12.38,99,
TUR_F2(Fe),TUR,O8,F,16.51,130,
TUR_F2(Fe),TUR,O9,F,10.03,79,
TUR_F2(Fe),TUR,P0,F,15.69,102,
TUR_F2(Fe),TUR,P1,F,14.58,102,
TUR_F2(Fe),TUR,P2,F,15.5,116,
TUR_F2(Fe),TUR,P3,F,21.03,157,
TUR_F2(Fe),TUR,P8,F,13.08,94,
TUR_F2(Fe),TUR,P9,F,18.82,128,
TUR_F2(Fe),TUR,Q0,F,14.45,107,
TUR_F2(Fe),TUR,Q1,F,12.63,88,
TUR_F3(Be),TUR,O1,F,17.72,108,25.0
TUR_F3(Be),TUR,O2,F,21.21,139,25.0
TUR_F3(Be),TUR,O3,F,18.64,120,25.0
TUR_F3(Be),TUR,O4,F,23.08,143,25.0
TUR_F3(Be),TUR,O6,F,16.48,99,25.0
TUR_F3(Be),TUR,O8,F,20.01,130,25.0
TUR_F3(Be),TUR,O9,F,11.93,79,25.0
TUR_F3(Be),TUR,P0,F,19.21,102,25.0
TUR_F3(Be),TUR,P1,F,18.95,102,25.0
TUR_F3(Be),TUR,P2,F,18.7,116,25.0
TUR_F3(Be),TUR,P3,F,25.34,157,25.0
TUR_F3(Be),TUR,P8,F,15.9,94,25.0
TUR_F3(Be),TUR,P9,F,23.68,128,25.0
TUR_F3(Be),TUR,Q0,F,17.46,107,25.0
TUR_F3(Be),TUR,Q1,F,15.22,88,25.0
TUR_F4(Ra),TUR,O1,F,15.5,108,31.0
TUR_F4(Ra),TUR,O2,F,20.45,139,31.0
TUR_F4(Ra),TUR,O3,F,17.69,120,31.0
TUR_F4(Ra),TUR,O4,F,21.52,143,31.0
TUR_F4(Ra),TUR,O6,F,15.0,99,31.0
TUR_F4(Ra),TUR,O8,F,19.21,130,31.0
TUR_F4(Ra),TUR,O9,F,10.75,79,31.0
TUR_F4(Ra),TUR,P0,F,16.73,102,31.0
TUR_F4(Ra),TUR,P1,F,15.72,102,31.0
TUR_F4(Ra),TUR,P2,F,17.47,116,31.0
TUR_F4(Ra),TUR,P3,F,22.59,157,31.0
TUR_F4(Ra),TUR,P8,F,14.99,94,31.0
TUR_F4(Ra),TUR,P9,F,19.29,128,31.0
TUR_F4(Ra),TUR,Q0,F,15.42,107,31.0
TUR_F4(Ra),TUR,Q1,F,14.02,88,31.0
TUR_F5(Nu),TUR,O1,F,14.25,108,37.0
TUR_F5(Nu),TUR,O2,F,18.26,139,37.0
TUR_F5(Nu),TUR,O3,F,16.57,120,37.0
TUR_F5(Nu),TUR,O4,F,20.41,143,37.0
TUR_F5(Nu),TUR,O6,F,14.41,99,37.0
TUR_F5(Nu),TUR,O8,F,17.15,130,37.0
TUR_F5(Nu),TUR,O9,F,10.61,79,37.0
TUR_F5(Nu),TUR,P0,F,17.58,102,37.0
TUR_F5(Nu),TUR,P1,F,15.69,102,37.0
TUR_F5(Nu),TUR,P2,F,16.7,116,37.0
TUR_F5(Nu),TUR,P3,F,19.94,157,37.0
TUR_F5(Nu),TUR,P8,F,12.7,94,37.0
TUR_F5(Nu),TUR,P9,F,19.15,128,37.0
TUR_F5(Nu),TUR,Q0,F,13.97,107,37.0
TUR_F5(Nu),TUR,Q1,F,12.19,88,37.0
TUR_M1(Ta),TUR,O1,M,12.64,108,
TUR_M1(Ta),TUR,O2,M,14.82,139,
TUR_M1(Ta),TUR,O3,M,13.28,120,
TUR_M1(Ta),TUR,O4,M,16.2,143,
TUR_M1(Ta),TUR,O6,M,11.22,99,
TUR_M1(Ta),TUR,O8,M,13.88,130,
TUR_M1(Ta),TUR,O9,M,8.46,79,
TUR_M1(Ta),TUR,P0,M,13.9,102,
TUR_M1(Ta),TUR,P1,M,12.61,102,
TUR_M1(Ta),TUR,P2,M,13.24,116,
TUR_M1(Ta),TUR,P3,M,18.04,157,
TUR_M1(Ta),TUR,P8,M,10.66,94,
TUR_M1(Ta),TUR,P9,M,16.18,128,
TUR_M1(Ta),TUR,Q0,M,12.12,107,
TUR_M1(Ta),TUR,Q1,M,10.95,88,
TUR_M2(Al),TUR,O1,M,15.72,108,30.0
TUR_M2(Al),TUR,O2,M,19.36,139,30.0
TUR_M2(Al),TUR,O3,M,16.99,120,30.0
TUR_M2(Al),TUR,O4,M,20.57,143,30.0
TUR_M2(Al),TUR,O6,M,14.1,99,30.0
TUR_M2(Al),TUR,O8,M,17.19,130,30.0
TUR_M2(Al),TUR,O9,M,10.72,79,30.0
TUR_M2(Al),TUR,P0,M,16.36,102,30.0
